"product_id","order_id","customer_id","customer_name","customer_segment","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","order_details_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_name","product_category","product_subcategory","product_manufacturer"
"1216","CA-2015-100136","388","John Lee","Consumer","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","11","94","0.1","64","0.21","305","OIC Binder Clips","Office Supplies","Fasteners","Other"
"122","CA-2015-100136","388","John Lee","Consumer","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","12","143","0.1","734","0.38","1931","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other"
"1507","CA-2015-100136","388","John Lee","Consumer","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","13","324","0.2","114","0.22","518","Staples","Office Supplies","Fasteners","Other"
"1600","CA-2015-100136","388","John Lee","Consumer","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","14","216","0.1","264","0.34","778","Unpadded Memo Slips","Office Supplies","Paper","Other"
"1677","CA-2015-100293","564","Neil Französisch","Home Office","2015-03-14 00:00:00","Jacksonville","Florida","South","United States","32216","2015-03-18 00:00:00","Standard Class","15","6","0.2","32","0.35","91","Xerox 1887","Office Supplies","Paper","Xerox"
"1313","CA-2015-100328","355","Jasper Cacioppo","Consumer","2015-01-28 00:00:00","New York City","New York","East","United States","10024","2015-02-03 00:00:00","Standard Class","16","1","0.2","1","0.34","4","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Office Supplies","Binders","Pressboard"
"326","CA-2015-100363","376","Jim Mitchum","Corporate","2015-04-08 00:00:00","Glendale","Arizona","West","United States","85301","2015-04-15 00:00:00","Standard Class","17","2","0.2","1","0.35","2","Binder Clips by OIC","Office Supplies","Fasteners","OIC"
"1568","CA-2015-100363","376","Jim Mitchum","Corporate","2015-04-08 00:00:00","Glendale","Arizona","West","United States","85301","2015-04-15 00:00:00","Standard Class","18","3","0.2","7","0.36","19","Things To Do Today Spiral Book","Office Supplies","Paper","Things To Do"
"1523","CA-2015-100391","71","Barry Weirich","Consumer","2015-05-25 00:00:00","New York City","New York","East","United States","10035","2015-05-29 00:00:00","Standard Class","19","2","0","7","0.46","15","Strathmore Photo Frame Cards","Office Supplies","Paper","Strathmore"
"1306","CA-2015-100678","447","Kunst Miller","Consumer","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","20","2","0.2","1","0.38","3","Prang Dustless Chalk Sticks","Office Supplies","Art","Prang"
"396","CA-2015-100678","447","Kunst Miller","Consumer","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","21","3","0.2","50","0.34","149","Cameo Buff Policy Envelopes","Office Supplies","Envelopes","Other"
"956","CA-2015-100678","447","Kunst Miller","Consumer","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","22","3","0.2","28","0.13","228","Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","Kensington"
"529","CA-2015-100678","447","Kunst Miller","Consumer","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","23","3","0.3","-18","-0.06","317","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"1595","CA-2015-100706","453","Laurel Elliston","Consumer","2015-12-16 00:00:00","Springfield","Virginia","South","United States","22153","2015-12-18 00:00:00","Second Class","24","6","0","10","0.33","29","Ultra Door Push Plate","Furniture","Furnishings","Ultra"
"421","CA-2015-100706","453","Laurel Elliston","Consumer","2015-12-16 00:00:00","Springfield","Virginia","South","United States","22153","2015-12-18 00:00:00","Second Class","25","2","0","8","0.08","100","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other"
"97","CA-2015-100762","556","Nat Gilpin","Corporate","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","26","2","0","8","0.5","16","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies","Paper","Adams"
"1675","CA-2015-100762","556","Nat Gilpin","Corporate","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","27","3","0","69","0.48","144","Xerox 1885","Office Supplies","Paper","Xerox"
"889","CA-2015-100762","556","Nat Gilpin","Corporate","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","28","4","0","46","0.3","152","Hunt PowerHouse Electric Pencil Sharpener, Blue","Office Supplies","Art","Hunt"
"532","CA-2015-100762","556","Nat Gilpin","Corporate","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","29","2","0","96","0.49","197","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies","Labels","Other"
"1462","CA-2015-100860","166","Cindy Stewart","Consumer","2015-03-26 00:00:00","Pomona","California","West","United States","91767","2015-03-30 00:00:00","Second Class","30","5","0","9","0.48","19","Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies","Labels","Smead"
"1335","CA-2015-100867","274","Eugene Hildebrand","Home Office","2015-10-19 00:00:00","Lakewood","California","West","United States","90712","2015-10-24 00:00:00","Standard Class","31","6","0.2","20","0.06","322","RCA Visys Integrated PBX 8-Line Router","Technology","Phones","RCA"
"163","CA-2015-100881","195","Daniel Raglin","Home Office","2015-03-28 00:00:00","Albuquerque","New Mexico","West","United States","87105","2015-04-01 00:00:00","Standard Class","32","3","0.2","23","0.08","302","AT&T TR1909W","Technology","Phones","AT&T"
"1414","CA-2015-100895","718","Stewart Visinsky","Consumer","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","33","2","0","3","0.31","9","Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","Sanford"
"1103","CA-2015-100895","718","Stewart Visinsky","Consumer","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","34","3","0","67","0.28","240","Mophie Juice Pack Helium for iPhone","Technology","Phones","Other"
"866","CA-2015-100895","718","Stewart Visinsky","Consumer","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","35","2","0","107","0.3","357","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Other"
"1417","CA-2015-100916","284","Frank Hawley","Corporate","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","36","1","0","1","0.31","3","SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","Sanford"
"557","CA-2015-100916","284","Frank Hawley","Corporate","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","37","5","0","10","0.05","195","Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","Eldon"
"820","CA-2015-100916","284","Frank Hawley","Corporate","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","38","4","0","112","0.19","591","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon"
"1678","CA-2015-100972","223","Dennis Bolton","Home Office","2015-11-19 00:00:00","Salt Lake City","Utah","West","United States","84106","2015-11-24 00:00:00","Second Class","39","3","0","80","0.48","166","Xerox 1888","Office Supplies","Paper","Xerox"
"1502","CA-2015-101147","504","Matt Collins","Consumer","2015-12-02 00:00:00","Chicago","Illinois","Central","United States","60623","2015-12-04 00:00:00","First Class","40","1","0.8","-6","-2.65","2","Staple holder","Office Supplies","Appliances","Staple holder"
"53","CA-2015-101175","196","Dario Medina","Corporate","2015-12-09 00:00:00","Mesa","Arizona","West","United States","85204","2015-12-14 00:00:00","Standard Class","41","6","0.2","-1","-0.01","101","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco"
"1689","CA-2015-101266","527","Michael Moore","Consumer","2015-08-27 00:00:00","Springfield","Virginia","South","United States","22153","2015-08-30 00:00:00","Second Class","42","2","0","6","0.48","13","Xerox 1898","Office Supplies","Paper","Xerox"
"999","CA-2015-101364","734","Tamara Willingham","Home Office","2015-12-22 00:00:00","New York City","New York","East","United States","10011","2015-12-26 00:00:00","Standard Class","43","13","0.2","100","0.34","297","Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","Other"
"112","CA-2015-101392","42","Ann Steele","Home Office","2015-12-07 00:00:00","Seattle","Washington","West","United States","98103","2015-12-13 00:00:00","Standard Class","44","7","0","70","0.26","269","Advantus Rolling Drawer Organizers","Office Supplies","Storage","Advantus"
"590","CA-2015-101427","37","Andy Yotov","Corporate","2015-12-26 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-12-30 00:00:00","Standard Class","45","3","0.2","1","0.14","8","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies","Art","Eldon"
"727","CA-2015-101462","82","Benjamin Patterson","Consumer","2015-04-20 00:00:00","Los Angeles","California","West","United States","90045","2015-04-25 00:00:00","Standard Class","46","4","0","28","0.46","60","GE 4 Foot Flourescent Tube, 40 Watt","Furniture","Furnishings","GE"
"605","CA-2015-101476","698","Shirley Daniels","Home Office","2015-09-12 00:00:00","New Rochelle","New York","East","United States","10801","2015-09-13 00:00:00","First Class","47","1","0","30","0.43","70","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","Epson"
"475","CA-2015-101560","149","Chris Selesnick","Corporate","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","48","4","0","4","0.33","13","Crayola Colored Pencils","Office Supplies","Art","Crayola"
"715","CA-2015-101560","149","Chris Selesnick","Corporate","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","49","3","0","22","0.49","46","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC"
"1728","CA-2015-101560","149","Chris Selesnick","Corporate","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","50","7","0","40","0.47","86","Xerox 1933","Office Supplies","Paper","Xerox"
"559","CA-2015-101560","149","Chris Selesnick","Corporate","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","51","5","0","44","0.11","398","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon"
"147","CA-2015-101602","539","Mick Crebagga","Consumer","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","52","3","0.2","-9","-0.23","41","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other"
"996","CA-2015-101602","539","Mick Crebagga","Consumer","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","53","5","0.3","-22","-0.03","763","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Other"
"257","CA-2015-101770","415","Karen Bern","Corporate","2015-03-31 00:00:00","Miami","Florida","South","United States","33180","2015-04-04 00:00:00","Standard Class","54","1","0.7","-1","-0.7","2","Avery Hole Reinforcements","Office Supplies","Binders","Avery"
"1475","CA-2015-101833","283","Frank Gastineau","Home Office","2015-11-17 00:00:00","New York City","New York","East","United States","10024","2015-11-22 00:00:00","Second Class","55","3","0","17","0.5","34","Southworth 100% Cotton The Best Paper","Office Supplies","Paper","Southworth"
"1445","CA-2015-101931","757","Todd Sumrall","Corporate","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","56","2","0","0","0.01","6","Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","Other"
"260","CA-2015-101931","757","Todd Sumrall","Corporate","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","57","2","0.2","2","0.31","7","Avery Non-Stick Binders","Office Supplies","Binders","Avery"
"583","CA-2015-101931","757","Todd Sumrall","Corporate","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","58","5","0","38","0.27","141","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon"
"1307","CA-2015-101931","757","Todd Sumrall","Corporate","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","59","2","0","14","0.03","481","Premier Automatic Letter Opener","Office Supplies","Supplies","Other"
"1196","CA-2015-101931","757","Todd Sumrall","Corporate","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","60","6","0.15","-36","-0.06","617","O'Sullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","O'Sullivan"
"1572","CA-2015-102008","660","Russell Applegate","Consumer","2015-09-30 00:00:00","New York City","New York","East","United States","10011","2015-10-04 00:00:00","Standard Class","61","1","0","24","0.5","49","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Other"
"230","CA-2015-102085","400","Joy Daniels","Consumer","2015-10-04 00:00:00","Seattle","Washington","West","United States","98115","2015-10-09 00:00:00","Standard Class","62","4","0","14","0.47","29","Avery 519","Office Supplies","Labels","Avery"
"1137","CA-2015-102274","204","Dave Hallsten","Corporate","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","63","3","0","1","0.27","5","Newell 322","Office Supplies","Art","Newell"
"1001","CA-2015-102274","204","Dave Hallsten","Corporate","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","64","1","0","10","0.27","37","Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","Logitech"
"1483","CA-2015-102274","204","Dave Hallsten","Corporate","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","65","3","0","10","0.05","194","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions"
"1111","CA-2015-102274","204","Dave Hallsten","Corporate","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","66","6","0","302","0.48","629","Multicolor Computer Printout Paper","Office Supplies","Paper","Other"
"758","CA-2015-102295","265","Erica Hackney","Consumer","2015-11-24 00:00:00","Sacramento","California","West","United States","95823","2015-11-26 00:00:00","Second Class","67","1","0.2","-18","-0.15","121","Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","Global"
"122","CA-2015-102330","57","Arianne Irving","Consumer","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","68","6","0","44","0.5","89","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other"
"884","CA-2015-102330","57","Arianne Irving","Consumer","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","69","4","0.2","36","0.11","320","HTC One","Technology","Phones","HTC"
"1746","CA-2015-102645","336","Ionia McGrath","Consumer","2015-01-23 00:00:00","Las Vegas","Nevada","West","United States","89115","2015-01-28 00:00:00","Standard Class","70","6","0","19","0.48","40","Xerox 195","Office Supplies","Paper","Xerox"
"1815","CA-2015-102652","37","Andy Yotov","Corporate","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","71","3","0","9","0.48","19","Xerox 211","Office Supplies","Paper","Xerox"
"393","CA-2015-102652","37","Andy Yotov","Corporate","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","72","7","0","13","0.39","33","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line"
"1735","CA-2015-102652","37","Andy Yotov","Corporate","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","73","1","0","27","0.48","55","Xerox 194","Office Supplies","Paper","Xerox"
"1537","CA-2015-102652","37","Andy Yotov","Corporate","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","74","2","0","16","0.17","92","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","Tenex"
"1507","CA-2015-102673","441","Ken Heidel","Corporate","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","75","5","0.2","1","0.19","8","Staples","Office Supplies","Fasteners","Other"
"1135","CA-2015-102673","441","Ken Heidel","Corporate","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","76","3","0.2","1","0.09","10","Newell 320","Office Supplies","Art","Newell"
"224","CA-2015-102673","441","Ken Heidel","Corporate","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","77","12","0.2","16","0.33","48","Avery 513","Office Supplies","Labels","Avery"
"435","CA-2015-102673","441","Ken Heidel","Corporate","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","78","9","0.2","110","0.11","979","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","Phones","Cisco"
"1814","CA-2015-102869","475","Logan Currie","Consumer","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","79","3","0.2","5","0.35","16","Xerox 210","Office Supplies","Paper","Xerox"
"1056","CA-2015-102869","475","Logan Currie","Consumer","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","80","3","0.2","5","0.29","17","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","Master Caster"
"1363","CA-2015-102869","475","Logan Currie","Consumer","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","81","6","0.2","-5","-0.08","65","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other"
"1295","CA-2015-102869","475","Logan Currie","Consumer","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","82","1","0.4","-32","-0.23","136","Polycom SoundPoint IP 450 VoIP phone","Technology","Phones","Polycom"
"1754","CA-2015-102988","312","Greg Maxwell","Corporate","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","83","2","0","6","0.49","13","Xerox 1957","Office Supplies","Paper","Xerox"
"475","CA-2015-102988","312","Greg Maxwell","Corporate","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","84","7","0","8","0.33","23","Crayola Colored Pencils","Office Supplies","Art","Crayola"
"1136","CA-2015-102988","312","Greg Maxwell","Corporate","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","85","7","0","7","0.29","23","Newell 321","Office Supplies","Art","Newell"
"159","CA-2015-102988","312","Greg Maxwell","Corporate","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","86","1","0","8","0.29","29","AT&T CL82213","Technology","Phones","AT&T"
"1050","CA-2015-102988","312","Greg Maxwell","Corporate","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","87","5","0","83","0.02","4164","Martin Yale Chadless Opener Electric Letter Opener","Office Supplies","Supplies","Martin-Yale"
"421","CA-2015-103058","18","Alejandro Grove","Consumer","2015-07-23 00:00:00","New York City","New York","East","United States","10011","2015-07-24 00:00:00","First Class","88","2","0","8","0.08","100","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other"
"678","CA-2015-103086","277","Evan Bailliet","Consumer","2015-10-17 00:00:00","Houston","Texas","Central","United States","77095","2015-10-19 00:00:00","Second Class","89","2","0.6","-2","-0.3","5","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","G. E."
"195","CA-2015-103100","7","Adrian Barton","Consumer","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","90","1","0","2","0.47","4","Avery 487","Office Supplies","Labels","Avery"
"898","CA-2015-103100","7","Adrian Barton","Consumer","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","91","3","0","497","0.45","1104","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico"
"1377","CA-2015-103191","785","Vivek Grady","Corporate","2015-09-22 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-27 00:00:00","Standard Class","92","3","0.2","-83","-0.25","332","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO"
"548","CA-2015-103219","81","Benjamin Farhat","Home Office","2015-11-09 00:00:00","New York City","New York","East","United States","10035","2015-11-13 00:00:00","Standard Class","93","9","0","21","0.38","57","Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","Eldon"
"1480","CA-2015-103310","311","Greg Matthias","Consumer","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","94","2","0","19","0.48","40","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth"
"75","CA-2015-103310","311","Greg Matthias","Consumer","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","95","6","0","11","0.27","41","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme"
"846","CA-2015-103310","311","Greg Matthias","Consumer","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","96","1","0.2","32","0.13","257","Hon Pagoda Stacking Chairs","Furniture","Chairs","Hon"
"1629","CA-2015-103310","311","Greg Matthias","Consumer","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","97","5","0.2","125","0.09","1432","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other"
"1641","CA-2015-103317","234","Don Miller","Corporate","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","98","5","0.7","-7","-0.7","10","Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","Wilson Jones"
"108","CA-2015-103317","234","Don Miller","Corporate","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","99","2","0.2","5","0.28","20","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","Advantus"
"1040","CA-2015-103317","234","Don Miller","Corporate","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","100","3","0.2","16","0.08","213","Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","Luxo"
"274","CA-2015-103331","420","Karl Braun","Consumer","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","101","1","0","2","0.46","3","Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","Other"
"91","CA-2015-103331","420","Karl Braun","Consumer","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","102","4","0","4","0.38","11","Acrylic Self-Standing Desk Frames","Furniture","Furnishings","Other"
"1776","CA-2015-103331","420","Karl Braun","Consumer","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","103","3","0","8","0.49","17","Xerox 1978","Office Supplies","Paper","Xerox"
"1000","CA-2015-103366","265","Erica Hackney","Consumer","2015-01-15 00:00:00","Roswell","Georgia","South","United States","30076","2015-01-17 00:00:00","First Class","104","5","0","66","0.44","150","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech"
"144","CA-2015-103373","117","Bruce Stewart","Consumer","2015-05-18 00:00:00","Cleveland","Ohio","East","United States","44105","2015-05-24 00:00:00","Standard Class","105","2","0.4","-169","-0.22","780","Apple iPhone 5","Technology","Phones","Apple"
"1815","CA-2015-103401","303","Georgia Rosenberg","Corporate","2015-11-21 00:00:00","San Francisco","California","West","United States","94110","2015-11-26 00:00:00","Standard Class","106","2","0","6","0.48","13","Xerox 211","Office Supplies","Paper","Xerox"
"699","CA-2015-103429","454","Laurel Workman","Corporate","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","107","2","0.2","9","0.35","26","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","GBC"
"1744","CA-2015-103429","454","Laurel Workman","Corporate","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","108","4","0","18","0.45","40","Xerox 1948","Office Supplies","Paper","Xerox"
